company_sort_id,shareholder_name,shareholder_description,share_percentage,shareholder_tag,,,,
494,Secocha Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
494,Shasta Ventures,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
494,Sound Ventures,"A venture capital firm founded by Ashton Kutcher and Guy Oseary, investing in early-stage technology companies.",/,Finance,,,,
494,Thirty Five Ventures,"A venture capital firm founded by NBA player Kevin Durant and his business partner Rich Kleiman, investing in early-stage technology companies.",/,Finance,,,,
495,Bill.com,"Acquired Divvy in May 2021. Bill.com is a leading provider of cloud-based software that simplifies, digitizes, and automates complex back-office financial operations for small and midsize businesses.",/,Technology,,,,
495,Insight Partners,A global private equity and venture capital firm investing in high-growth technology and software companies.,/,Finance,,,,
495,Pelion Venture Partners,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
495,New Enterprise Associates (NEA),"One of the world閳ユ�?largest and most active venture capital firms, investing in technology and healthcare.",/,Finance,,,,
495,Hanaco Ventures,A venture capital firm that invests in early-stage and growth-stage technology companies.,/,Finance,,,,
496,QED Investors,"A leading venture capital firm focused on investing in early-stage, disruptive financial services companies.",/,Finance,,,,
496,CapitalG,"The growth equity investment fund of Alphabet Inc. (Google), which invests in technology companies with high growth potential1.",/,Finance,,,,
496,Portag3 Ventures,"A venture capital firm that invests in fintech companies, supporting their growth and innovation.",/,Finance,,,,
496,American Express Ventures,"The venture capital arm of American Express, investing in innovative startups that can enhance the customer experience.",/,Finance,,,,
496,General Catalyst,A venture capital firm that invests in early-stage and growth-stage companies across various sectors.,/,Finance,,,,
497,Grumpy Investments,A venture capital firm that focuses on early-stage investments in fintech and technology companies.,/,Finance,,,,
497,Skillion Ventures,"An investment firm that supports high-growth companies in various sectors, including fintech.",/,Finance,,,,
497,Draper Associates,"A venture capital firm founded by Tim Draper, known for investing in early-stage technology companies.",/,Finance,,,,
497,Fly Ventures,A venture capital firm that invests in early-stage technology startups across Europe.,/,Finance,,,,
497,Vostok Emerging Finance,An investment company that focuses on fintech and financial services in emerging markets.,/,Finance,,,,
498,Simba Investments,A venture capital firm that invests in high-growth technology companies.,/,Finance,,,,
498,Innovate UK,"The UK閳ユ�?innovation agency, which provides funding and support to innovative businesses.",/,Finance,,,,
498,Ayanda Capital,A hedge fund that focuses on strategic investments across various sectors.,/,Finance,,,,
498,Bigspace Investments,A venture capital firm that supports early-stage technology startups.,/,Finance,,,,
498,Eterna Capital,A venture capital firm that invests in blockchain technology and digital assets.,/,Finance,,,,
499,General Catalyst,A venture capital firm that invests in early-stage and growth-stage companies across various sectors.,/,Finance,,,,
499,GV (formerly Google Ventures),"The venture capital arm of Alphabet Inc. (Google), which invests in technology companies with high growth potential.",/,Finance,,,,
499,Ribbit Capital,A venture capital firm that focuses on investments in financial technology companies.,/,Finance,,,,
499,Bessemer Venture Partners,A global venture capital firm that invests in early-stage and growth-stage companies across various sectors.,/,Finance,,,,
499,Foundation Capital,A venture capital firm that invests in early-stage technology companies1.,/,Finance,,,,
500,Commerce.Innovated,An accelerator/incubator that supports early-stage fintech startups.,/,Finance,,,,
500,Five V Capital,A private equity firm that invests in high-growth companies across various sectors.,/,Finance,,,,
500,Global Founders Capital,A venture capital firm that invests in technology companies worldwide.,/,Finance,,,,
500,Oaktree Capital Management,An asset management firm specializing in alternative investment strategies.,/,Finance,,,,
500,PartPay,"A company that provides buy now, pay later services, which was also acquired by Zip Co.",/,Finance,,,,
501,Milaya Capital,"Milaya Capital is a dynamic, London-based venture capital firm known for its investments in diverse sectors, including fintech and renewable energy. The firm aims to support innovative startups and sustainable initiatives�?https://milayacapital.com/)�?https://milayacapital.co.uk/).",10.00%,finance,,,,
502,/,/,/,/,,,,
503,TriplePoint Capital,"Provides tailored debt and equity financing solutions to venture capital-backed companies globally, supporting them at every stage of their development1.",/,finance,,,,
503,Euclidean Capital,"Manages the personal investments of hedge fund billionaire Jim Simons, focusing on a diverse range of asset classes including venture capital, private equity, and real estate2.",/,finance,,,,
503,Andy Liu,/,/,individual,,,,
503,Brian Schultz,/,/,individual,,,,
503,Jori Pearsall,/,/,individual,,,,
503,FJ Labs,"Focuses on investing in marketplaces and network effect businesses, having backed companies like Alibaba, Coupang, and Rappi5.",/,finance,,,,
503,Bossanova Investimentos,"A venture capital firm based in S鑼玱 Paulo, Brazil, investing in early-stage tech startups with a focus on B2B and B2B2C models6.",/,finance,,,,
503,Park Cities Asset Management,"An alternative investment firm providing debt solutions through secured, asset-based financing transactions, led by experienced principals7.",/,finance,,,,
504,Spark Capital,"Spark Capital is a venture capital firm that invests in early-stage startups across various sectors, including consumer, commerce, FinTech, software, and media",/,finance,,,,
504,TQ Ventures,"TQ Ventures is an investment firm focusing on early-stage and growth-stage companies, led by Andrew Marks and Schuster Tanger",/,finance,,,,
504,NextView Ventures,"NextView Ventures specializes in seed and early-stage investments, particularly in fintech and technology-driven companies",/,finance,,,,
504,Foundation Capital,"Foundation Capital is a venture capital firm based in Palo Alto, California, investing in enterprise, fintech, consumer, and cryptocurrency sectors",/,finance,,,,
504,Abstract Ventures,"Abstract Ventures is a venture capital firm that invests in early-stage startups, founded by Ramtin Naimi",/,finance,,,,
505,/,/,/,/,,,,
506,Deutsche Bank,"A leading global investment bank providing financial services in investment banking, asset management, and private banking.",/,finance,,,,
506,eBay Ventures,"The venture capital arm of eBay, investing in innovative companies that align with eBay閳ユ�?strategic interests1.",/,finance,,,,
506,Goldman Sachs Asset Management,"A division of Goldman Sachs, offering investment and advisory services across various asset classes1.",/,finance,,,,
506,Ventura Capital,A growth equity firm that invests in technology-driven companies1.,/,finance,,,,
506,Chaos Ventures,A venture capital firm focusing on early-stage investments in technology companies1.,/,finance,,,,
506,M&F Fund,A private investment firm specializing in venture capital and private equity1.,/,finance,,,,
506,Gauss Ventures,A venture capital firm investing in fintech and technology startups1.,/,finance,,,,
506,Simon Nixon,"Co-founder of MoneySuperMarket, an active investor in fintech and technology companies1",/,individual,,,,
507,/,/,/,/,,,,
508,Param,"A Turkish fintech company that provides a range of payment solutions, including wallet services, prepaid cards, and payment processing.",/,technology,,,,
508,Finch Capital,A venture capital firm that invests in early-stage fintech companies across Europe and Asia.,/,finance,,,,
508,ING Ventures,"The venture capital arm of ING Group, focusing on investments in fintech and innovative financial services.",/,finance,,,,
508,Elevator Ventures,"The corporate venture capital entity of Raiffeisen Bank International, investing in fintech and related technologies.",/,finance,,,,
508,Uniqa Ventures,"The venture capital arm of Uniqa Insurance Group, investing in fintech, insurtech, and healthtech startups",/,finance,,,,
509,HSBC Custody Nominees (Australia) Limited,"A subsidiary of HSBC, one of the world閳ユ�?largest banking and financial services organizations, providing custody and nominee services12.",15.67%,finance,,,,
509,Citicorp Nominees Pty Limited,"A subsidiary of Citigroup, offering nominee and custodial services for institutional and retail clients34.",15.40%,finance,,,,
509,J.P. Morgan Nominees Australia Pty Limited,"Part of J.P. Morgan, providing nominee and custodial services, leveraging the global financial expertise of J.P. Morgan56.",14.54%,finance,,,,
509,UBS Nominees Pty Ltd,"A subsidiary of UBS, offering custodial and nominee services, part of UBS閳ユ�?global financial services network78.",5.93%,finance,,,,
509,Diamond Venture Holdings Pty Ltd,A privately held company specializing in real estate and private equity investments910.,4.17%,finance,,,,
509,BNP Paribas Nominees Pty Ltd,"A subsidiary of BNP Paribas, providing nominee and custodial services, part of BNP Paribas閳ユ�?global banking network1112.",1.43%,finance,,,,
509,National Nominees Limited,"A subsidiary of National Australia Bank, providing nominee and custodial services1314.",1.34%,finance,,,,
509,Mr. Peter John Gray,"Co-founder and COO of Zip Co, actively involved in the company閳ユ�?operations and strategic direction15.",1.23%,individual,,,,
509,Solium Nominees (Australia) Pty Ltd,"Provides nominee and custodial services, part of Morgan Stanley閳ユ�?global financial services1617.",1.14%,finance,,,,
509,BNP Paribas Nominees Pty Ltd (Agency Lending A/C),"Provides agency lending and custodial services, part of BNP Paribas閳ユ�?securities services1819.",1.13%,finance,,,,
510,/,/,/,/,,,,
511,/,/,/,/,,,,
512,/,/,/,/,,,,
513,Valar Ventures,"A venture capital firm co-founded by Peter Thiel, focusing on early-stage investments in fintech and technology companies.",/,finance,,,,
513,Greyhound Capital,An investment firm that backs growth-stage technology companies globally.,/,finance,,,,
513,Third Prime,"A venture capital firm investing in early-stage companies across various sectors, including fintech.",/,finance,,,,
513,Rosecliff Ventures,"A venture capital firm that invests in early-stage startups, particularly in the technology and consumer sectors.",/,finance,,,,
513,Story Ventures,An early-stage venture capital firm focusing on technology-driven companies.,/,finance,,,,
514,/,/,/,/,,,,
515,/,/,/,/,,,,
516,Tribe Capital,"A venture capital firm that invests in early-stage technology companies, focusing on data science and engineering to identify and support high-potential startups.",/,finance,,,,
516,Cervin Ventures,"A venture capital firm that invests in early-stage enterprise technology companies, providing both capital and strategic support.",/,finance,,,,
516,Tru Arrow Partners,"An investment firm that focuses on growth-stage companies, providing capital and operational expertise.",/,finance,,,,
516,MS&AD Ventures,"The corporate venture capital arm of MS&AD Insurance Group, investing in innovative technology companies globally.",/,finance,,,,
516,Alumni Ventures,A network-powered venture capital firm that invests in a wide range of early-stage companies across various sectors1.,/,finance,,,,
517,/,/,/,/,,,,
518,/,/,/,/,,,,
519,/,/,/,/,,,,
520,/,/,/,/,,,,
521,/,/,/,/,,,,
522,/,/,/,/,,,,
523,Power Corporation of Canada,"A diversified international management and holding company with interests in financial services, asset management, and other business sectors.",/,finance,,,,
523,Allianz X,"The digital investment unit of Allianz Group, focusing on investments in digital growth companies related to insurance and asset management.",/,finance,,,,
523,Greylock Partners,A leading venture capital firm that invests in early-stage companies in the consumer and enterprise sectors.,/,finance,,,,
523,Meritech Capital Partners,A venture capital firm that invests in late-stage technology companies.,/,finance,,,,
523,Two Sigma Ventures,"The venture capital arm of Two Sigma, investing in data-driven technology companies.",/,finance,,,,
524,/,/,/,/,,,,
525,/,/,/,/,,,,
526,/,/,/,/,,,,
527,Marina Kulishova,Chair of the Supervisory Board and majority shareholder of Yelo Bank. She plays a significant role in the bank閳ユ�?strategic direction and operations.,98.94%,individual,,,,
527,Anar Hasanov,"A shareholder and the Chairman of the Board of the German-Azerbaijani Chamber of Commerce, contributing to economic relations between Germany and Azerbaijan.",0.96%,individual,,,,
527,ISR Holding LLC,"A diversified conglomerate with interests in various sectors, including hospitality, real estate, logistics, technology, retail, and automotive.",0.10%,finance,,,,
528,Sequoia Capital India,"A venture capital firm that invests in early and growth-stage companies across India and Southeast Asia, known for backing companies like Zomato, Byju閳ユ�? and OYO.",/,finance,,,,
528,Ribbit Capital,"A global venture capital firm that focuses on investments in financial technology companies, with notable investments in Robinhood, Coinbase, and Credit Karma.",/,finance,,,,
528,B Capital Group,"A venture capital firm co-founded by Eduardo Saverin, investing in transformative technology companies across various stages.",/,finance,,,,
528,QED Investors,"A leading venture capital firm focused on investing in early-stage, disruptive financial services companies.",/,finance,,,,
529,/,/,/,/,,,,
530,Speedinvest,"A European venture capital fund that invests in early-stage technology startups, focusing on fintech, deep tech, and marketplaces.",/,finance,,,,
530,Optima Investments,An investment firm that provides growth capital to innovative companies in various sectors.,/,finance,,,,
530,AB Ventures,"The corporate venture capital arm of ABN AMRO, investing in fintech and other innovative financial services companies.",/,finance,,,,
531,Global Founders Capital,A global venture capital firm that invests in technology companies at various stages of growth.,/,finance,,,,
531,VentureFriends,"A venture capital firm that focuses on early-stage investments in technology startups, particularly in fintech and marketplaces.",/,finance,,,,
531,8-Bit Capital,"A venture capital firm that invests in early-stage technology companies, providing both capital and strategic support.",/,finance,,,,
531,Seedcamp,"A European seed fund that invests in early-stage startups across various sectors, including fintech, healthtech, and SaaS.",/,finance,,,,
531,Athos Capital,A venture capital firm that focuses on investing in innovative technology companies.,/,finance,,,,
532,Eight Roads Ventures,A global venture capital firm that invests in high-growth technology and healthcare companies.,/,finance,,,,
532,Oxford Capital Partners,"A venture capital firm that invests in early-stage technology companies, providing both capital and strategic support.",/,finance,,,,
532,Samos Investments,A private equity and venture capital firm that invests in high-growth companies across various sectors.,/,finance,,,,
532,Beringea,A transatlantic venture capital firm that invests in high-growth companies in the U.S. and Europe1.,/,finance,,,,
532,CNP Assurances,"A French insurance corporation that provides life insurance, pensions, and personal risk insurance.",/,insurance,,,,
533,Left Lane Capital,A venture capital firm that invests in high-growth internet and consumer technology companies.,/,finance,,,,
533,L Catterton,"A global consumer-focused private equity firm, investing in all major consumer segments.",/,finance,,,,
533,Molten Ventures,"A venture capital firm that invests in technology companies across Europe, formerly known as Draper Esprit.",/,finance,,,,
533,Crowdcube,An equity crowdfunding platform that allows a large number of people to invest small amounts of money in early-stage companies.,/,finance,,,,
533,Phoenix Equity Partners,A private equity firm that invests in medium-sized businesses across the UK.,/,finance,,,,
534,/,/,/,/,,,,
535,/,/,/,/,,,,
536,Moneta Ventures,"A venture capital firm that invests in early-stage companies, particularly in technology and healthcare sectors.",/,finance,,,,
536,Needham Bank,"A community bank that provides a range of financial services, including personal and business banking.",/,finance,,,,
536,Two Lanterns Venture Partners,A venture capital firm that focuses on early-stage investments in technology companies.,/,finance,,,,
536,MassVentures,"A venture capital firm that invests in early-stage, high-growth companies in Massachusetts.",/,finance,,,,
537,Global Founders Capital,A global venture capital firm that invests in technology companies at various stages of growth.,/,finance,,,,
537,Seedcamp,"A European seed fund that invests in early-stage startups across various sectors, including fintech, healthtech, and SaaS.",/,finance,,,,
537,Kima Ventures,"A venture capital firm that invests in early-stage startups worldwide, providing both capital and strategic support.",/,finance,,,,
537,Firstminute Capital,A venture capital firm that focuses on seed-stage investments in technology companies.,/,finance,,,,
538,Alchemy Ventures,"A venture capital firm that invests in early-stage technology companies, providing both capital and strategic support.",/,finance,,,,
539,Gala Capital Partners,"A private equity firm that invests in high-growth companies across various sectors, providing both capital and strategic support.",/,finance,,,,
539,Pegasus Tech Ventures,"A global venture capital firm that partners with innovative technology startups, offering funding and strategic guidance.",/,finance,,,,
540,/,/,/,/,,,,
541,/,/,/,/,,,,
542,/,/,/,/,,,,
543,Morgan Stanley閳ユ�?Next Level Fund,A venture capital fund that invests in early-stage technology and technology-enabled companies with diverse founding teams.,/,finance,,,,
543,MasterCard,"A global payments technology company that connects consumers, financial institutions, merchants, governments, and businesses worldwide.",/,technology,,,,
543,Silicon Valley Bank,A high-tech commercial bank that provides various financial services to startups and growth companies.,/,finance,,,,
543,GoldHouse,"An organization that supports Asian and Pacific Islander founders and executives through funding, networking, and mentorship.",/,finance,,,,
543,Asian Hustle Network,"A community that supports Asian entrepreneurs and professionals through networking, resources, and funding.",/,finance,,,,
543,Hyphen Capital,A venture capital firm that invests in early-stage companies founded by Asian Americans.,/,finance,,,,
544,Deimos Corporation,"A venture capital firm that invests in innovative technology companies, providing both capital and strategic support.",/,finance,,,,
544,Growing Capital,A venture capital firm focused on early-stage investments in high-growth technology companies.,/,finance,,,,
544,Moore Capital Management,"A hedge fund that invests in a wide range of asset classes, including equities, fixed income, and commodities.",/,finance,,,,
544,Poste Italiane,"The Italian postal service provider, which also offers financial and insurance services.",/,finance,,,,
544,Rakesh Gangwal,An individual angel investor known for his investments in technology and fintech startups.,/,finance,,,,
545,Valar Ventures,"A venture capital firm co-founded by Peter Thiel, focusing on early-stage investments in fintech and technology companies.",/,finance,,,,
545,EQT Ventures,A European venture capital firm that invests in technology-driven companies across various stages of growth.,/,finance,,,,
545,World Fund,A venture capital firm that invests in companies with a focus on sustainability and environmental impact1.,/,finance,,,,
545,Seedcamp,"A European seed fund that invests in early-stage startups across various sectors, including fintech, healthtech, and SaaS.",/,finance,,,,
545,Episode 1 Ventures,"A venture capital firm that invests in early-stage technology companies, providing both capital and strategic support.",/,finance,,,,
545,Ecosia,"A search engine that uses its ad revenue to plant trees, and one of the early backers of TreeCard.",/,technology,,,,
546,/,/,/,/,,,,
547,/,/,/,/,,,,
548,Panache Ventures,A Canadian venture capital firm that invests in early-stage technology startups across North America.,/,finance,,,,
548,Diagram Ventures,A venture capital firm that focuses on building and investing in transformative technology companies.,/,finance,,,,
548,Anges Qu鑼卋ec,A network of angel investors that supports innovative startups in Quebec.,/,finance,,,,
548,Desjardins Capital,"The venture capital arm of Desjardins Group, investing in high-growth companies across various sectors.",/,finance,,,,
549,Susquehanna Private Equity Investments,"A private equity firm that invests in a wide range of industries, providing capital and strategic support to high-growth companies.",/,finance,,,,
549,HOOPP (Healthcare of Ontario Pension Plan),"One of the largest defined benefit pension plans in Canada, investing in various asset classes globally1.",/,finance,,,,
549,Ian Osborne,An individual angel investor known for his investments in technology and fintech startups.,/,individual,,,,
549,Brian Magnus,An individual angel investor with a focus on early-stage technology companies.,/,individual,,,,
549,Robin Saunders,An individual angel investor with a background in finance and investments in innovative technology companies.,/,individual,,,,
550,/,/,/,/,,,,
551,/,/,/,/,,,,
552,Eleven Ventures,"A venture capital firm that invests in early-stage technology companies, particularly in fintech, and was the first investor in the unicorn company Payhawk.",/,finance,,,,
552,Viktor Trokoudis,An individual angel investor known for his investments in innovative startups.,/,individual,,,,
552,Thanasis Sofianos,An individual angel investor with a focus on technology and fintech companies.,/,individual,,,,
552,Christos Borisov,An individual angel investor supporting early-stage technology ventures.,/,individual,,,,
552,SeedBlink,A European investment platform that allows individuals to invest in early-stage technology startups.,/,finance,,,,
552,Genesis Ventures,A venture capital firm that invests in high-growth technology companies.,/,finance,,,,
553,/,/,/,/,,,,
554,Village Capital,"An accelerator and venture capital firm that supports early-stage, impact-driven startups, providing funding and mentorship.",/,finance,,,,
554,Boubyan Accelerator Program,An accelerator program that supports innovative startups in the financial technology sector.,/,finance,,,,
554,Ma閳ユ獌n Social Incubator,An incubator that supports social enterprises and startups with a focus on community impact.,/,finance,,,,
555,/,/,/,/,,,,
556,Abhishek Goyal,An angel investor known for backing early-stage startups in the fintech sector.,/,individual,,,,
556,Ashish Sharma,An angel investor with a focus on technology and financial services companies.,/,individual,,,,
556,Himanshu Sharma,An angel investor supporting innovative fintech startups.,/,individual,,,,
556,Jupiter (Financial Software),"A venture capital-backed company that invests in fintech startups, providing both capital and strategic support.",/,finance,,,,
556,Kunal Sinha,An angel investor with interests in early-stage technology companies.,/,individual,,,,
557,/,/,/,/,,,,
558,Lightspeed Venture Partners,"A global venture capital firm that invests in the enterprise, consumer, and health sectors.",/,finance,,,,
558,8VC,"A venture capital firm that invests in early-stage technology companies, focusing on enterprise software, fintech, and healthcare.",/,finance,,,,
558,Founders Fund,"A venture capital firm that invests in companies building revolutionary technologies, co-founded by Peter Thiel.",/,finance,,,,
558,Abstract Ventures,"A venture capital firm that invests in early-stage startups, providing both capital and strategic support.",/,finance,,,,
559,Altos Ventures,"A venture capital firm that invests in early-stage technology companies, providing both capital and strategic support.",/,finance,,,,
559,Silverton Partners,A venture capital firm that focuses on early-stage investments in technology and consumer companies.,/,finance,,,,
559,Fintop Capital,"A venture capital firm that invests in fintech companies, offering both financial and operational support.",/,finance,,,,
559,Next Coast Ventures,"A venture capital firm that invests in early-stage companies across various sectors, including technology and consumer.",/,finance,,,,
560,QED Investors,"A venture capital firm that focuses on investing in early-stage, disruptive financial services companies.",/,finance,,,,
560,Invus Opportunities,A venture capital firm that invests in high-growth companies across various sectors.,/,finance,,,,
560,Firebolt Ventures,A venture capital firm that invests in early-stage technology companies.,/,finance,,,,
560,CFT Capital Partners,A family office that provides growth capital to innovative companies.,/,finance,,,,
560,GBM Ventures,"The corporate venture capital arm of Grupo Burs璋﹖il Mexicano, investing in fintech and other innovative financial services companies.",/,finance,,,,
560,LL Funds,A private equity firm that invests in financial services and technology companies.,/,finance,,,,
560,Oaktree Capital Management,An asset management firm specializing in alternative investment strategies.,/,finance,,,,
560,Goldman Sachs,"A global investment banking, securities, and investment management firm.",/,finance,,,,
560,Nigel Morris,"Co-founder and Chairman of Mission Lane, also an angel investor.",/,individual,,,,
561,/,/,/,/,,,,
562,/,/,/,/,,,,
563,Delivery Hero,"A global online food delivery service operating in over 40 countries, providing a platform for restaurants to offer delivery services.",/,food,,,,
563,Mutua Madrile甯絘,"A leading Spanish insurance company offering a range of insurance products, including health, life, and auto insurance.",/,insurance,,,,
563,Seaya Ventures,"A venture capital firm that invests in early and growth-stage technology companies, particularly in Southern Europe.",/,finance,,,,
564,Ian Kane,"Co-founder and COO of Ternio, playing a significant role in the company閳ユ�?strategic direction and operations.",/,individual,,,,
564,Daniel Gouldman,"Co-founder and CEO of Ternio, leading the company閳ユ�?vision and growth.",/,individual,,,,
564,Evolve Bank & Trust,"A financial institution providing specialized services in payment processing, banking, mortgage, SBA lending, and trust.",/,finance,,,,
565,Greylock Partners,"A venture capital firm that invests in early-stage technology companies, providing both capital and strategic support.",/,finance,,,,
565,Insight Partners,A global venture capital and private equity firm investing in high-growth technology and software companies.,/,finance,,,,
565,FJ Labs,A venture capital firm that focuses on marketplace businesses and network effect companies.,/,finance,,,,
565,Ulu Ventures,A seed-stage venture firm investing in enterprise and consumer technology companies.,/,finance,,,,
566,Third Prime,"A venture capital firm that invests in early-stage companies across various sectors, providing both capital and strategic support.",/,finance,,,,
566,Global Founders Capital,A global venture capital firm that invests in technology companies at various stages of growth.,/,finance,,,,
566,Company Ventures,A venture capital firm that focuses on early-stage investments in innovative technology companies.,/,finance,,,,
566,Canaan Partners,A venture capital firm that invests in early-stage technology and healthcare companies.,/,finance,,,,
567,/,/,/,/,,,,
568,/,/,/,/,,,,
569,Banca Sella Holding S.p.A.,"A prominent Italian banking group providing a wide range of financial services, including retail banking, corporate banking, and wealth management.",10.00%,finance,,,,
569,FermION Investment Group Limited,"An investment firm led by Andrea Pignataro, focusing on strategic investments in financial services and technology sectors.",9.40%,finance,,,,
569,LR Trust �?FIDIM S.r.l.,"An investment trust that manages a diversified portfolio of assets, including significant holdings in financial institutions.",7.70%,finance,,,,
569,Tensile Capital Management LLC,A U.S.-based investment management firm specializing in long-term investments in public and private companies.,7.30%,finance,,,,
569,Atlas Merchant Capital LLC,A global investment firm that focuses on investments in financial services companies.,6.30%,finance,,,,
569,Corrado Passera,"Founder and CEO of Illimity Bank, with extensive experience in the banking and financial services industry.",4.00%,Individual,,,,
570,Banco Ve por M璋﹕ (BX+),"A Mexican financial institution that acquired Bankaool, providing a range of banking services including commercial banking, investment banking, and asset management.",/,finance,,,,
570,"Francisco Mer�?""Founder of Bankaool"," who played a significant role in its establishment and growth.""",/,individual,,,,
571,/,/,/,/,,,,
572,/,/,/,/,,,,
573,/,/,/,/,,,,
574,Accel,"A global venture capital firm that invests in early and growth-stage technology companies, known for backing companies like Facebook, Slack, and Dropbox.",/,finance,,,,
574,Finnovista,"A venture capital firm that supports fintech startups in Latin America and Spain, providing both capital and strategic support.",/,finance,,,,
574,FourCities Capital,"A venture capital firm that invests in early-stage technology companies, focusing on high-growth potential.",/,finance,,,,
574,Martin Schrimpff,An angel investor known for his investments in fintech and technology startups.,/,individual,,,,
574,Mexamerica Ventures,A venture capital firm that invests in innovative technology companies in Mexico and the United States.,/,finance,,,,
574,Architect Capital,A venture capital firm that provides debt and equity financing to high-growth companies.,/,finance,,,,
575,/,/,/,/,,,,
576,/,/,/,/,,,,
577,Y Combinator,"A well-known startup accelerator that provides seed funding, mentorship, and resources to early-stage startups.",/,finance,,,,
577,Homebrew,A venture capital firm that invests in early-stage companies.,/,finance,,,,
577,Clocktower Technology Ventures,A venture capital firm focused on financial technology.,/,finance,,,,
578,Y Combinator,"A well-known startup accelerator that provides seed funding, mentorship, and resources to early-stage startups.",/,finance,,,,
578,Antler,A global early-stage venture capital firm that invests in startups and helps them scale.,/,finance,,,,
579,Y Combinator,"A well-known startup accelerator that provides seed funding, mentorship, and resources to early-stage startups.",/,finance,,,,
579,500 Startups,A global venture capital firm that invests in early-stage companies.,/,finance,,,,
579,Utec Ventures,An accelerator and venture capital firm focused on supporting innovative startups.,/,finance,,,,
579,Unpopular Ventures,A venture capital firm that invests in early-stage technology companies.,/,finance,,,,
579,Softeq Ventures,An accelerator and venture studio that supports early-stage startups.,/,finance,,,,
579,Mural Capital,A venture capital firm that invests in technology-driven companies.,/,finance,,,,
580,/,/,/,/,,,,
581,Y Combinator,"A well-known startup accelerator that provides seed funding, mentorship, and resources to early-stage startups.",/,finance,,,,
581,James Lu Morrissey,An individual investor who participated in Mythia閳ユ�?seed round.,/,individual,,,,
581,Better Tomorrow Ventures,A venture capital firm that invests in early-stage fintech companies.,/,finance,,,,
581,Bossanova Investimentos,"A venture capital firm based in Brazil, investing in early-stage tech startups.",/,finance,,,,
581,Vintage Capital,A venture capital firm that participated in Mythia閳ユ�?pre-seed round.,/,finance,,,,
581,Backend Capital,A venture capital firm that invests in early-stage technology companies.,/,finance,,,,
581,Justin Mateen,Co-founder of Tinder and an individual investor.,/,individual,,,,
581,Soma Capital,A venture capital firm that invests in early-stage technology companies.,/,finance,,,,
582,/,/,/,/,,,,
583,/,/,/,/,,,,
584,Altos Ventures,"Early-stage and growth-stage technology investment firm based in Menlo Park, California.",/,finance,,,,
584,Activant Capital,"Invests in high-growth companies transforming commerce, founded in 2015.",/,finance,,,,
584,Avenir Growth,"Private investment firm focused on growth equity opportunities, based in New York.",/,finance,,,,
584,Class 5,Venture capital firm investing in early-stage technology companies.,/,finance,,,,
584,FinTech Collective,Early-stage venture capital firm backing fintech startups globally.,/,finance,,,,
584,FJ Labs,Investment firm focusing on marketplaces and consumer-facing startups.,/,finance,,,,
584,Jabbar Internet Group,Leading MENA region investor in e-commerce and internet sectors.,/,technology,,,,
585,/,/,/,/,,,,
586,Founders Fund,A venture capital firm that invests in companies building revolutionary technologies.,/,finance,,,,
586,Redpoint Ventures,A venture capital firm that partners with visionary founders to create new markets.,/,finance,,,,
586,D1 Capital Partners,An investment firm that deploys capital in both public and private markets.,/,finance,,,,
586,Coatue Management,"A global investment firm focused on technology, media, and telecommunications.",/,finance,,,,
586,Thrive Capital,A venture capital firm that invests in internet and software investments.,/,finance,,,,
586,Stripe,A technology company that builds economic infrastructure for the internet.,/,technology,,,,
586,JIMCO,"Global investment arm of the Jameel Family, leveraging a 75-year commercial heritage.",/,finance,,,,
587,Greenoaks Capital,A global investment firm that focuses on high-growth technology companies.,/,finance,,,,
587,Tiger Global,"An investment firm that deploys capital in both public and private markets, focusing on technology-driven businesses.",/,finance,,,,
587,Tencent,"A Chinese multinational conglomerate holding company, known for its investments in internet-related services and products.",/,technology,,,,
587,Kaszek Ventures,"One of Latin America閳ユ�?largest and most successful venture capital firms, investing in early-stage technology companies.",/,finance,,,,
587,QED Investors,"A venture capital firm focused on investing in early-stage, disruptive financial services companies.",/,finance,,,,
587,Ribbit Capital,"A venture capital firm that invests in early-stage companies, particularly in the fintech sector.",/,finance,,,,
588,Nicholas Kirrage,An angel investor with a focus on early-stage technology companies.,/,individual,,,,
588,Richard McGrail,Another angel investor known for investing in innovative startups.,/,individual,,,,
588,Schroders,A global asset management company that manages investments for institutions and individuals.,/,finance,,,,
588,Eudaimonia Capital,"A family office that invests in a variety of sectors, including technology and financial services.",/,finance,,,,
588,Techstart Ventures,A venture capital firm that supports early-stage technology companies.,/,finance,,,,
589,/,/,/,/,,,,
590,TC,"A venture capital firm that invests in early-stage technology companies, particularly those with innovative approaches in their respective fields.",/,finance,,,,
591,SNB Capital,A Saudi asset management and financial institution.,/,finance,,,,
591,Sanabil Investments,"A wholly owned company by Saudi閳ユ�?sovereign wealth fund, Public Investment Fund (PIF).",/,finance,,,,
591,Shorooq Partners,A venture capital firm investing in early-stage technology companies in the Middle East and North Africa.,/,finance,,,,
591,Pinnacle Capital,"An asset management firm that invests in various sectors, including technology.",/,finance,,,,
591,Impulse,A venture capital firm focused on high-growth technology startups.,/,finance,,,,
591,Coatue,A global technology-focused investment firm.,/,finance,,,,
591,Endeavor Catalyst,An investment fund that supports high-impact entrepreneurs.,/,finance,,,,
