company_sort_id,website,employee_size,size_category,tech_summary,,,,,,,,
490,https://www.moneyfarm.com,220,201 - 500 staffs,"Moneyfarm is a prominent digital wealth management platform that simplifies investing for individuals in the UK. Established to make investment accessible and straightforward, Moneyfarm offers a range of services, including expertly managed portfolios, individual stocks, ETFs, and bonds. The platform caters to various investment goals, allowing users to choose from ready-made portfolios tailored to their risk profiles.
 
 With over 125,000 customers and approximately £3.5 billion in assets under management, Moneyfarm combines advanced technology with personalized financial advice. Users can access their accounts via a user-friendly mobile app or web application, making it easy to track investments and receive insights from dedicated consultants at no extra cost.
 
 In addition to its core investment services, Moneyfarm has recently launched a Platform as a Service solution, expanding its offerings to institutional clients. This innovative approach enhances the investment experience and reflects Moneyfarm’s commitment to leveraging technology for better financial outcomes.
 
 By focusing on transparency and customer support, Moneyfarm aims to empower individuals to achieve their financial goals with confidence.",,,,,,,,
491,https://better.com/,1970,1000+ staffs,"Better.com is a pioneering digital mortgage lender that aims to simplify the home financing process through technology. Founded in 2014, the platform offers a fully online mortgage experience, allowing users to apply for loans, refinance, and access home equity lines of credit (HELOCs) with ease. Better.com eliminates traditional lender fees and streamlines the application process, enabling customers to receive loan approvals in as little as one day.
 
 The platform features a user-friendly interface that guides borrowers through each step of the mortgage process, providing transparency and real-time updates. Better.com also integrates advanced algorithms to assess creditworthiness and streamline underwriting, making it accessible to a broader range of customers, including those with less-than-perfect credit histories.
 
 In addition to its core mortgage services, Better.com has expanded its offerings to include title insurance and home insurance, creating a comprehensive suite of services for homebuyers. The company has gained significant recognition in the fintech space, raising substantial funding and partnering with major financial institutions to enhance its service offerings.
 
 By focusing on innovation and customer experience, Better.com aims to transform the way people approach home financing, making it faster, simpler, and more affordable.",,,,,,,,
492,https://www.bluevine.com/,593,501 - 1000 staffs,"BlueVine is a leading financial technology company that provides innovative banking solutions tailored for small businesses. Founded to simplify financial operations, BlueVine offers a comprehensive suite of services, including a high-yield business checking account, lines of credit, and invoice factoring.
 
 The platform features a user-friendly interface that allows business owners to manage their finances seamlessly. With a 2.0% APY on eligible balances and no monthly fees, BlueVine’s business checking account is designed to maximize savings while providing unlimited transactions and free ACH transfers. For businesses needing quick access to capital, BlueVine offers lines of credit up to $250,000, with a straightforward application process that does not impact personal credit scores.
 
 BlueVine also emphasizes security, employing advanced encryption and two-factor authentication to protect user data. With over 500,000 customers and more than $14 billion in loans disbursed, BlueVine has established itself as a trusted partner for small businesses seeking to grow and thrive in a competitive market.
 
 By focusing on transparency and customer support, BlueVine aims to empower entrepreneurs with the financial tools they need to succeed.",,,,,,,,
493,https://fawry.com/,2731,1000+ staffs,"Fawry is Egypt’s leading e-payment solutions provider, established in 2008 to facilitate electronic transactions for both banked and unbanked populations. The platform offers a wide range of services, including bill payments, mobile top-ups, e-ticketing, and various digital financial services, making it a vital part of everyday transactions for millions of Egyptians.
 
 Fawry operates through an extensive network of over 225,000 service points, including retail outlets and ATMs, ensuring accessibility across the country. The platform is designed to enhance user experience with features like the myFawry app, which allows customers to manage payments and access financial services conveniently.
 
 In 2023, Fawry announced plans to transform its online payment portal, myFawry, into a full-fledged digital bank, expanding its offerings to include consumer lending, savings, and investment services. This strategic move aims to provide comprehensive financial solutions and further empower users in managing their finances.
 
 By leveraging technology and a customer-centric approach, Fawry continues to play a crucial role in advancing Egypt’s digital economy and financial inclusion.",,,,,,,,
494,https://www.hellobrigit.com/,110,101 - 200 staffs,"Brigit is a financial health app designed to help users manage their finances more effectively and build a brighter financial future. Launched to address the needs of everyday Americans, Brigit offers features such as budgeting tools, bill tracking, and access to cash advances ranging from $50 to $250 without a credit check.
 
 The app connects to users�?checking accounts to provide real-time insights into spending habits and upcoming bills, helping users avoid overdraft fees and manage their budgets more efficiently. Brigit also includes a credit-building feature, allowing users to improve their credit scores while saving money.
 
 With a focus on transparency and simplicity, Brigit has garnered a strong user base, with over 7 million users benefiting from its services. The platform emphasizes financial literacy, providing users with resources to understand their finances better and make informed decisions.
 
 Brigit’s mission is to promote sustainable financial health by offering tools that reduce stress and empower users to take control of their financial lives.",,,,,,,,
495,https://getdivvy.com/,210,201 - 500 staffs,"Divvy is a comprehensive expense management solution designed to help businesses streamline their financial operations. By combining corporate credit cards with powerful expense management software, Divvy enables companies to gain real-time visibility and control over their spending. Founded to address the complexities of managing business expenses, Divvy offers features such as automated expense tracking, customizable budgets, and instant reporting.
 
 The platform allows users to issue physical and virtual cards to employees, facilitating easy in-person and online transactions. With Divvy, businesses can set spending limits, manage approvals, and track out-of-pocket expenses, all within a user-friendly interface. This automation reduces the need for manual expense reports, saving time and increasing efficiency.
 
 In 2021, Divvy was acquired by BILL, further enhancing its capabilities and expanding its reach in the financial technology space. The integration allows Divvy to offer even more robust financial tools, making it a go-to solution for businesses looking to optimize their spending and improve financial health.
 
 By focusing on transparency and user experience, Divvy aims to empower businesses to make smarter financial decisions and simplify their expense management processes.",,,,,,,,
496,https://albert.com/,263,201 - 500 staffs,"Albert is a comprehensive financial wellness platform designed to help users manage their money effectively. Launched to simplify personal finance, Albert combines budgeting, saving, and investing features into a single app, making it accessible for users of all financial backgrounds.
 
 The app offers a range of services, including automatic budgeting, cash management, and personalized savings goals. Users can connect their bank accounts to track spending, receive smart alerts for potential savings, and even access cash advances up to $250 without a credit check. Albert also provides investment options, allowing users to invest in stocks and ETFs with guidance from financial experts.
 
 Security is a top priority for Albert, which employs advanced encryption and identity protection features to safeguard user data. With over 10 million users and a strong emphasis on financial education, Albert aims to empower individuals to take control of their financial futures.
 
 By focusing on user experience and financial literacy, Albert strives to make managing money easier and more intuitive for everyone.",,,,,,,,
497,https://www.mintos.com/en/,224,201 - 500 staffs,"Mintos is a leading peer-to-peer lending marketplace based in Latvia, designed to connect investors with borrowers seeking loans. Established in 2015, Mintos allows users to invest in a diverse range of loans, including personal, business, and real estate loans, all from a single platform. With over 500,000 registered users and more than �?00 million in assets under management, Mintos has become a significant player in the European fintech landscape.
 
 The platform offers a user-friendly interface that simplifies the investment process, enabling users to create customized portfolios based on their risk preferences and investment goals. Investors can earn competitive returns, with interest rates varying depending on the type of loan and borrower profile. Mintos also provides features like automated investment strategies and a secondary market for buying and selling loans, enhancing liquidity for investors.
 
 Mintos is regulated under the European Union’s MiFID framework, ensuring a high level of transparency and investor protection. The platform also participates in an investor compensation scheme, providing additional security for users�?funds.
 
 By focusing on accessibility and diversification, Mintos aims to empower individuals to grow their wealth through alternative investment opportunities.",,,,,,,,
498,https://www.ziglu.io/,37,1 - 100 staffs,"Ziglu is an innovative financial platform that combines traditional banking services with cryptocurrency trading, catering to the needs of modern consumers. Launched in 2020, Ziglu allows users to buy, sell, and hold various cryptocurrencies while also providing a range of banking features, including a debit card and a savings account.
 
 The platform offers a user-friendly mobile app that enables seamless transactions and real-time tracking of cryptocurrency investments. Users can invest in over 15 cryptocurrencies and benefit from competitive exchange rates. Ziglu emphasizes security, with customer funds safeguarded in dedicated accounts, ensuring that users�?fiat cash is protected.
 
 In addition to its crypto services, Ziglu provides features like instant money transfers and the ability to earn interest on savings, making it a versatile option for those looking to manage both their traditional and digital finances in one place. Ziglu is regulated by the Financial Conduct Authority (FCA), ensuring compliance with UK financial regulations.
 
 By focusing on accessibility and user experience, Ziglu aims to empower individuals to navigate the evolving landscape of finance and cryptocurrency with confidence.",,,,,,,,
499,https://digit.co/,3716,1000+ staffs,"Digit is a neobanking platform founded in 2013 that focuses on helping users save money effortlessly. The app uses advanced algorithms to analyze users�?spending habits and automatically sets aside small amounts of money for savings, making it easier for individuals to reach their financial goals without the need for manual intervention.
 
 With over 600,000 paying members, Digit allows users to link their existing bank accounts or open new accounts through its banking partners. The platform offers features such as personalized savings goals, budgeting tools, and investment options, all designed to enhance financial wellness. Users receive insights into their spending patterns and can adjust their savings preferences at any time.
 
 In 2023, Digit was acquired by Oportun, which aims to expand its offerings and enhance its services for a broader audience. This acquisition positions Digit to leverage Oportun’s resources and expertise in providing accessible financial solutions.
 
 By focusing on automation and user-friendly design, Digit empowers individuals to take control of their finances and build a secure financial future.",,,,,,,,
500,https://www.quadpay.com/,1007,1000+ staffs,"Quadpay, now known as Zip, is a popular buy-now-pay-later (BNPL) service that allows consumers to make purchases and pay for them in four interest-free installments over six weeks. Launched to provide flexible payment options, Quadpay enables users to shop at any retailer that accepts Visa, both online and in-store.
 
 The platform is designed to enhance the shopping experience by allowing users to split their purchases into manageable payments, making it easier to budget for larger expenses. Users can access the service through a mobile app, where they can create a virtual card for transactions. Each installment incurs a small convenience fee of $1, while late payments may attract additional fees depending on state regulations.
 
 Quadpay does not perform hard credit checks, making it accessible to a broader audience, including those with limited credit histories. However, it does report accounts that go into collections, which can impact credit scores if payments are missed. With over 9.5 million customers globally, Quadpay has established itself as a significant player in the BNPL market, providing a viable alternative to traditional credit options.
 
 By focusing on user-friendly features and financial flexibility, Quadpay aims to empower consumers to manage their spending effectively while enjoying the convenience of modern shopping.",,,,,,,,
501,https://www.lanistar.com/en/,57,1 - 100 staffs,"Lanistar is actively using 10 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Amazon, and nginx.
 ",,,,,,,,
502,https://www.getinsha.com/en/,4,1 - 100 staffs,"insha is actively using 17 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Euro, and CrUX Dataset.",,,,,,,,
503,https://www.possiblefinance.com/,100,1 - 100 staffs,"Possible Finance uses 18 technology products and services including HTML5, jQuery, and Wordpress, according to G2 Stack.
 
 Possible Finance is actively using 66 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Font Awesome, and Cloudflare JS.",,,,,,,,
504,https://getperch.app/,358,201 - 500 staffs,"Perch uses 17 technology products and services including HTML5, Google Fonts, and Google Analytics, according to G2 Stack.
 
 Perch is actively using 12 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Amazon, and US Privacy User Signal Mechanism.
 ",,,,,,,,
505,https://lydia-app.com/,401,201 - 500 staffs,/,,,,,,,,
506,https://www.payzilch.com/,263,201 - 500 staffs,"Zilch is actively using 51 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and SSL by Default.
 ",,,,,,,,
507,https://www.heyjungle.com/,2,1 - 100 staffs,"Jungle is actively using 44 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
508,https://twistopay.com/,120,101 - 200 staffs,"Twisto is actively using 60 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and Amazon.
 ",,,,,,,,
509,https://zip.co/,1007,1000+ staffs,/,,,,,,,,
510,https://octobanking.com/,12,1 - 100 staffs,"Octobank is actively using 5 technologies for its website, according to BuiltWith. These include SPF, Euro, and Amazon.
 ",,,,,,,,
511,https://www.satispay.com/en-it/,734,501 - 1000 staffs,"Satispay uses 38 technology products and services including HTML5, DigiCert, and Twilio, according to G2 Stack.
 
 Satispay is actively using 44 technologies for its website, according to BuiltWith. These include Domain Not Resolving, HSTS, and LetsEncrypt.",,,,,,,,
512,https://www.getniyah.com/,180,101 - 200 staffs,"Niyah is actively using 12 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and Amazon.
 ",,,,,,,,
513,https://www.petalcard.com/,75,1 - 100 staffs,"Petal uses 22 technology products and services including HTML5, Fonts.com, and Adobe Fonts, according to G2 Stack.
 
 Petal is actively using 16 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Cloudflare CDN, and Cloudflare Hosting.
 ",,,,,,,,
514,https://cashi.com.mx/,/,/,"Cashi is actively using 14 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SPF.
 ",,,,,,,,
515,https://cellpay.mx/,5,1 - 100 staffs,"CellPay is actively using 44 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and Google Tag Manager.
 ",,,,,,,,
516,https://www.kapital.mx/,455,201 - 500 staffs,"Kapital is actively using 21 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and Amazon.
 ",,,,,,,,
517,https://www.miio.com.mx,17,1 - 100 staffs,"Miio uses 6 technology products and services including HTML5, jQuery, and Google Fonts, according to G2 Stack.
 
 Miio is actively using 40 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, Viewport Meta, and SSL by Default.
 
 ",,,,,,,,
518,https://www.loved.com/,2,1 - 100 staffs,"Loved is actively using 2 technologies for its website, according to BuiltWith. These include Domain Not Resolving and Amazon CloudFront.",,,,,,,,
519,https://ng.getcarbon.co/,128,101 - 200 staffs,/,,,,,,,,
520,https://nownow.ng/,254,201 - 500 staffs,"NowNow uses 11 technology products and services including HTML5, Vimeo, and Google Tag Manager, according to G2 Stack.
 
 NowNow is actively using 31 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Google Maps, and Amazon.",,,,,,,,
521,https://wallets.africa/#/,1,1 - 100 staffs,"Wallet uses 8 technology products and services including HTML5, HubSpot Forms, and Google Fonts, according to G2 Stack.
 
 Wallet is actively using 14 technologies for its website, according to BuiltWith. These include SPF, Amazon, and DNSSEC.",,,,,,,,
522,https://www.getlinus.io/,/,/,"Linus is actively using 46 technologies for its website, according to BuiltWith. These include IPhone / Mobile Compatible, Viewport Meta, and Google Tag Manager.",,,,,,,,
523,https://www.wealthsimple.com/en-us/,1285,1000+ staffs,"Wealthsimple uses 30 technology products and services including HTML5, Adobe Flash, and SolarWinds Loggly, according to G2 Stack.
 
 Wealthsimple is actively using 84 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Google Font API, and HSTS.",,,,,,,,
524,https://cadre.com/cash/,153,101 - 200 staffs,"Care Cash Express is actively using 10 technologies for its website, according to BuiltWith. These include Euro, HSTS, and LetsEncrypt.",,,,,,,,
525,https://www.pagando.mx/,18,1 - 100 staffs,"Pagando is actively using 64 technologies for its website, according to BuiltWith. These include Domain Not Resolving, HSTS, and LetsEncrypt.",,,,,,,,
526,https://razorpay.com/x/,3550,1000+ staffs,/,,,,,,,,
527,https://www.yelo.az/,772,501 - 1000 staffs,/,,,,,,,,
528,https://www.fi.money/,1376,1000+ staffs,"Fi is actively using 65 technologies for its website, according to BuiltWith. These include Domain Not Resolving, HSTS, and LetsEncrypt.",,,,,,,,
529,https://www.nemuru.com/,21,1 - 100 staffs,"Nemuru is actively using 29 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Google Font API, and HSTS.",,,,,,,,
530,https://www.factris.com/en/,57,1 - 100 staffs,"Factris uses 23 technology products and services including HTML5, Amazon EC2, and Cloudflare CDN, according to G2 Stack.
 
 Factris is actively using 69 technologies for its website, according to BuiltWith. These include IPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
531,https://withplum.com/,/,/,"Plum Fintech uses 32 technology products and services including HTML5, Facebook, and Bootstrap, according to G2 Stack.
 
 Plum Fintech is actively using 48 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and SSL by Default.",,,,,,,,
532,https://www.moneyboxapp.com/,441,201 - 500 staffs,"Moneybox uses 17 technology products and services including HTML5, Comodo PositiveSSL Certificates, and Google Fonts, according to G2 Stack.
 
 Moneybox is actively using 61 technologies for its website, according to BuiltWith. These include SPF, SSL by Default, and Apple Mobile Web Clips Icon.",,,,,,,,
533,https://freetrade.io/,212,201 - 500 staffs,"Freetrade uses 41 technology products and services including HTML5, Lightbox, and Adobe Fonts, according to G2 Stack.
 
 Freetrade is actively using 49 technologies for its website, according to BuiltWith. These include IPhone / Mobile Compatible, Viewport Meta, and Domain Not Resolving.",,,,,,,,
534,https://www.rubies.ng/,12,1 - 100 staffs,"Rubiem uses 10 technology products and services including HTML5, Google Fonts, and Google Analytics, according to G2 Stack.
 
 Rubiem is actively using 14 technologies for its website, according to BuiltWith. These include SPF, Apple Mobile Web Clips Icon, and Content Delivery Network.",,,,,,,,
535,https://solcard.co.za/,/,/,/,,,,,,,,
536,https://jassby.com/,35,1 - 100 staffs,"Jassby is actively using 63 technologies for its website, according to BuiltWith. These include IPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
537,https://vybecard.com/,1,1 - 100 staffs,"Vybe uses 18 technology products and services including HTML5, Google Analytics, and Gravity Forms, according to G2 Stack.
 
 Vybe is actively using 15 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and nginx.",,,,,,,,
538,https://getmitto.com/,4,1 - 100 staffs,/,,,,,,,,
539,https://rebellionpay.com/,7,1 - 100 staffs,"Rebellion Pay uses 16 technology products and services including HTML5, Amazon Route 53, and F5 NGINX, according to G2 Stack.
 
 Rebellion Pay is actively using 50 technologies for its website, according to BuiltWith. These include SSL by Default, HSTS, and Amazon.",,,,,,,,
540,https://www.redcarpetup.com/,9,1 - 100 staffs,"RedCarpetUp.com uses 33 technology products and services including HTML5, Google Tag Manager, and Adobe Flash, according to G2 Stack.
 
 RedCarpetUp.com is actively using 6 technologies for its website, according to BuiltWith. These include SPF, Domain Not Resolving, and Google Apps for Business.",,,,,,,,
541,https://www.andomoney.com/,11,1 - 100 staffs,"Ando is actively using 10 technologies for its website, according to BuiltWith. These include IPhone / Mobile Compatible, Viewport Meta, and HSTS.",,,,,,,,
542,https://www.joinatmos.com/,19,1 - 100 staffs,"Atmos Financial is actively using 4 technologies for its website, according to BuiltWith. These include SPF, Amazon, and Amazon Ohio Region.",,,,,,,,
543,https://www.tomocredit.com/,24,1 - 100 staffs,"TomoCredit is actively using 12 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Cloudflare CDN, and Cloudflare.",,,,,,,,
544,https://www.scalapay.com/,211,201 - 500 staffs,"Scalapay is actively using 154 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Google Tag Manager, and Apple Mobile Web Clips Icon.",,,,,,,,
545,https://www.treecard.org/,19,1 - 100 staffs,"TreeCard uses 12 technology products and services including HTML5, jQuery, and Google Analytics, according to G2 Stack.
 
 TreeCard is actively using 86 technologies for its website, according to BuiltWith. These include Domain Not Resolving, Mobile Non Scaleable Content, and Organization Schema.",,,,,,,,
546,https://www.mydoh.ca/,39,1 - 100 staffs,"Mydoh is actively using 56 technologies for its website, according to BuiltWith. These include IPhone / Mobile Compatible, Viewport Meta, and SPF.",,,,,,,,
547,https://walo.app/,28,1 - 100 staffs,"WALO is actively using 3 technologies for its website, according to BuiltWith. These include Domain Not Resolving, U.S. Server Location, and Nginx 1.17.",,,,,,,,
548,https://wingocard.com/,1,1 - 100 staffs,/,,,,,,,,
549,https://hyperjar.com/,67,1 - 100 staffs,"HyperJar is actively using 13 technologies for its website, according to BuiltWith. These include Domain Not Resolving, DNSSEC, and Cloudflare CDN.",,,,,,,,
550,https://www.strivefam.com/,/,/,"STRIVE is actively using 4 technologies for its website, according to BuiltWith. These include iPhone / Mobile Compatible, nginx, and GStatic Google Static Content.
 ",,,,,,,,
551,https://www.pockid.money/,/,/,"Pockid leverages cutting-edge digital technologies to enhance operational efficiency and customer experience. The bank utilizes Microsoft Teams for internal communication, which accelerates information dissemination, reduces response times, enhances interaction, and increases transparency, particularly beneficial for remote working environments.
 
 Pockid’s data-driven dashboards streamline operational processes, making data insights more accessible and enabling staff to make informed decisions swiftly. Additionally, the bank employs robotic process automation (RPA) and artificial intelligence (AI) to minimize manual operations, such as internal paperwork and manual reconciliation, thereby improving accuracy and efficiency.",,,,,,,,
552,https://www.woli.io/,15,1 - 100 staffs,"Woli leverages advanced digital technologies to enhance financial education and money management for children and teenagers. The Woli app, combined with a Visa debit card, offers a secure and engaging platform for young users aged 8-18. The app includes features such as real-time notifications, dynamic spending controls, and educational quizzes to help children learn financial management in a fun and interactive way.
 
 Parents can set tasks and rewards, helping children earn money while learning valuable financial skills. The app also allows parents to monitor and control their children’s spending, ensuring a safe and educational experience.",,,,,,,,
553,https://www.besavii.com/,/,/,"Savii leverages innovative digital technologies to empower teenagers with financial literacy and independence. The Savii app, paired with a prepaid card, provides a secure and user-friendly platform for teens to manage their finances. The app includes features such as real-time spending notifications, budgeting tools, and financial education resources to help young users develop responsible money management habits.
 
 Parents can monitor and control their children’s spending, set spending limits, and receive real-time updates, ensuring a safe and educational financial experience for their teens. Savii’s focus on financial literacy aims to equip the younger generation with the skills needed for financial independence and responsibility.",,,,,,,,
554,https://edfundo.com/,6,1 - 100 staffs,"Edfundo, the UAE’s first money management app built by teachers and used by students, leverages advanced digital technologies to foster financial literacy among children and teenagers. The Edfundo app, paired with a Visa prepaid card, provides a secure and educational platform for young users. Key features include real-time spending notifications, flexible parental controls, and automated allowance scheduling, which help parents manage their children’s spending both in-store and online.
 
 The app also supports saving goals and pots, encouraging children to develop good financial habits from an early age. Edfundo’s commitment to financial education is evident through its engaging and interactive approach, making learning about money management both fun and practical.",,,,,,,,
555,https://www.tnex.com.vn/,83,1 - 100 staffs,"TNEX, Vietnam’s leading digital bank, utilizes advanced technology to provide a seamless and innovative banking experience. Launched in December 2020, TNEX offers a comprehensive suite of financial services and digital utilities designed to enhance customer experience. The bank’s platform includes features such as real-time transaction notifications, AI-driven personalized services, and a user-friendly interface that simplifies banking for its users.
 
 TNEX also focuses on creating a consumer-merchant ecosystem, providing an integrated platform for both individual users and businesses. This ecosystem supports a wide range of financial activities, from everyday banking to merchant services, all within a single app. The bank’s commitment to leveraging data science and cloud-based solutions ensures efficient and secure operations, catering to the needs of Vietnam’s digitally savvy population.",,,,,,,,
556,https://pencilton.com/,2,1 - 100 staffs,/,,,,,,,,
557,https://jelli.us/,3,1 - 100 staffs,"Jelli is using digital technology to enhance budgeting and financial management. Jelli uses envelope-style budgeting with Jelli JARS instead of traditional budgeting methods; this allows for automatic distribution of direct deposits, improves financial organization, and provides real-time notifications, which is especially effective for managing finances on the go. The app’s customization options make budgeting more engaging and personalized, enabling users to style their Jelli JARS to match their unique personality. Jelli also uses technologies such as Visa’s Zero Liability Policy to ensure security and protect users from unauthorized purchases, as well as features like group-funding projects, cash-back rewards, and virtual cards to enhance the overall user experience.",,,,,,,,
558,https://aven.com/,113,101 - 200 staffs,"Aven is using digital technology to improve access to capital. Aven uses a home equity line of credit (HELOC) accessed through a credit card, which provides a flexible and efficient way for homeowners to manage their finances. This approach allows for automatic distribution of funds, improves financial organization, and provides real-time notifications, which is especially effective for managing finances on the go. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Aven also uses technologies such as automated underwriting systems to streamline the application process and ensure quick, accurate credit decisions.",,,,,,,,
559,https://www.self.inc/,748,501 - 1000 staffs,"Self is using digital technology to improve financial health and credit building. Self offers a credit builder loan that helps users build positive credit history while saving money. The platform provides real-time notifications, personalized financial insights, and educational resources to help users manage their finances effectively. Self’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. The company also uses automated systems to streamline the application process and ensure quick, accurate credit decisions.",,,,,,,,
560,https://www.missionlane.com/,409,201 - 500 staffs,"Mission Lane is using digital technology to improve access to financial tools. Mission Lane offers inclusive products such as credit and debit cards, which provide a flexible and efficient way for users to manage their finances. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Mission Lane also uses technologies such as automated systems to streamline the application process and ensure quick, accurate credit decisions. The company is committed to transparency, offering thoughtful customer service and no surprise fees, which is especially effective for building trust with users. ",,,,,,,,
561,https://www.upstart.com/,1532,1000+ staffs,"Upstart is using digital technology to improve access to affordable credit. Upstart uses artificial intelligence (AI) to automate various steps in the lending process, such as identity verification, fraud detection, and income and employment verification, which accelerates loan origination and enhances accuracy. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Upstart also uses cloud-based solutions to streamline operations and ensure quick, accurate credit decisions.",,,,,,,,
562,https://vamospay.com/,2,1 - 100 staffs,"VamosPay is using digital technology to enhance financial accessibility and convenience. VamosPay offers a prepaid Mastercard® that provides a flexible and efficient way for users to manage their finances. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. VamosPay also uses automated systems to streamline the application process and ensure quick, accurate account setup. The company is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users.",,,,,,,,
563,https://movo.cash/,17,1 - 100 staffs,"MOVO is using digital technology to enhance financial accessibility and convenience. MOVO offers a digital banking solution with a prepaid Mastercard® that provides a flexible and efficient way for users to manage their finances. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. MOVO also uses automated systems to streamline the application process and ensure quick, accurate account setup. The company is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users. ",,,,,,,,
564,https://getblockcard.com/,/,/,"BlockCard, by Ternio, is using digital technology to enhance cryptocurrency accessibility and usability. BlockCard offers a crypto-backed Visa card that allows users to spend their cryptocurrency anywhere Visa is accepted, providing a flexible and efficient way to manage digital assets. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. BlockCard also uses automated systems to streamline the application process and ensure quick, accurate account setup. The company is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users.",,,,,,,,
565,https://www.wisetack.com/,12,1 - 100 staffs,"Wisetack is using digital technology to improve access to financing for real-life services. Wisetack offers consumer-friendly financing options embedded directly into service providers�?platforms, allowing customers to apply for financing in seconds and see their options instantly. This approach accelerates the application process, improves transparency, and provides real-time notifications, which is especially effective for managing unexpected expenses. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Wisetack also uses automated systems to streamline operations and ensure quick, accurate credit decisions.",,,,,,,,
566,https://kafene.com/,134,101 - 200 staffs,"Kafene is using digital technology to enhance financial accessibility and flexibility. Kafene offers lease-to-own options for various products, including furniture, appliances, and electronics, which provide a flexible and efficient way for users to manage their purchases. The platform’s data-driven approach tailors leases to each customer’s unique risk profile, improving financial organization and providing real-time notifications. Kafene also uses automated systems to streamline the application process, ensuring quick, accurate approvals. The company is committed to transparency and consumer education, offering thoughtful customer service and robust protection measures to build trust with users.",,,,,,,,
567,https://bankwithfair.com/,1,1 - 100 staffs,"Fair is using digital technology to enhance financial inclusivity and accessibility. Fair offers a range of banking services, including FDIC-insured accounts and a Mastercard debit card issued by Coastal Community Bank. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Fair also uses automated systems to streamline the application process and ensure quick, accurate account setup. The company is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users.",,,,,,,,
568,https://www.moneyhop.co/,57,1 - 100 staffs,"Hop is using digital technology to enhance cross-border financial transactions. Hop offers a full-stack banking solution that includes the HOPRemit platform, allowing users to send money internationally to over 60 countries from India. This service is designed to be fast, transparent, and cost-effective, with competitive exchange rates and minimal markup. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Hop also uses automated systems to streamline the onboarding process, ensuring quick and paperless transactions.",,,,,,,,
569,https://www.illimitybank.com/,/,/,"Illimity Bank is using digital technology to enhance financial services and operational efficiency. Illimity Bank offers a range of digital banking services, including online current accounts with zero fees, high-yield savings accounts, and credit cards. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Illimity Bank also uses automated systems to streamline the application process and ensure quick, accurate account setup. The bank is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users.",,,,,,,,
570,https://www.bankaool.com/,379,201 - 500 staffs,"Bankaool is using digital technology to enhance financial services and operational efficiency. Bankaool offers a range of digital banking services, including online current accounts with zero fees, high-yield savings accounts, and credit cards. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Bankaool also uses automated systems to streamline the application process and ensure quick, accurate account setup. The bank is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users. ",,,,,,,,
571,https://www.hellosimba.com/,16,1 - 100 staffs,"Simba is using digital technology to enhance financial services for immigrants. Simba offers a mobile banking solution with a Visa debit card, providing a flexible and efficient way for users to manage their finances. The platform’s data-driven dashboard makes financial insights more visible and enables users to make informed decisions. Simba also uses automated systems to streamline the application process and ensure quick, accurate account setup. The company is committed to transparency and security, offering thoughtful customer service and robust protection measures to build trust with users.",,,,,,,,
